user_id,age,gender,location,registration_date,last_login_date,subscription_type,subscription_start_date,subscription_end_date,payment_amount,payment_date,engagement_score,activity_level,device_type,app_version,purchase_category,purchase_amount,purchase_date,revenue_source,referrer
1179,75,Male,Apt 1303,11/9/2020,9/15/2020,basic,5/12/2020,1/21/2021,103.43,8/8/2020,67,low,Pantech,7.8.5,fitness equipment,222.1,5/12/2020,subscription fees,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
1180,24,Male,PO Box 95250,3/8/2020,5/19/2020,basic,7/19/2021,10/19/2020,227.37,2/6/2020,57,low,Philips,3.22,supplements,393.3,4/3/2021,ads,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.90 Safari/537.36"
1181,90,Male,Room 770,8/27/2021,7/8/2020,pro,6/26/2021,8/18/2021,159.68,11/11/2020,88,medium,Huawei,9.08,supplements,54.61,1/21/2021,ads,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/11.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30"
1182,91,Female,5th Floor,12/4/2020,3/12/2020,basic,3/8/2021,9/25/2021,680.91,2/5/2021,58,low,Innostream,4.43,fitness equipment,1.42,8/23/2021,ads,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:25.0) Gecko/20100101 Firefox/25.0
1183,37,Male,Room 1123,10/6/2020,1/20/2020,premium,1/21/2021,12/14/2020,518.11,1/30/2020,27,high,NIU,4,healthy snacks,21.58,7/24/2021,subscription fees,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; el-gr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1184,25,Male,PO Box 16673,12/18/2021,8/8/2021,pro,2/27/2020,7/13/2021,723.55,1/25/2021,1,low,Ericsson,0.9.4,healthy snacks,227.61,5/6/2021,subscription fees,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:25.0) Gecko/20100101 Firefox/29.0
1185,82,Bigender,Apt 1239,8/7/2020,10/9/2021,pro,3/4/2021,12/10/2021,803,9/10/2020,96,low,Samsung,1.6,fitness equipment,327.15,2/13/2020,subscription fees,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.2309.372 Safari/537.36"
1186,41,Female,13th Floor,4/12/2021,9/10/2020,premium,8/11/2021,3/5/2021,533.01,6/15/2021,21,medium,Meizu,2.9,supplements,423.64,6/30/2020,ads,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1"
1187,22,Female,Room 1299,12/19/2021,3/31/2021,basic,7/14/2021,8/9/2020,826.63,4/17/2020,42,medium,Ulefone,0.9,healthy snacks,393.01,2/18/2020,in-app purchases,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/10.04 Chromium/14.0.804.0 Chrome/14.0.804.0 Safari/535.1"
1188,23,Agender,Suite 38,1/19/2021,4/23/2021,pro,8/16/2020,9/18/2021,619.57,7/11/2021,81,medium,Telit,0.4.4,fitness equipment,237.33,4/3/2020,ads,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.654.0 Safari/534.17"
1189,76,Female,1st Floor,11/16/2021,6/26/2021,premium,5/25/2020,10/27/2021,326.99,5/18/2021,59,low,Xiaomi,4.2,fitness equipment,106.33,9/12/2021,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.13+ (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
1190,35,Female,Room 583,8/12/2021,5/26/2020,premium,8/9/2021,4/25/2020,477.23,2/27/2021,97,high,BLU,4.2.0,fitness equipment,269.17,2/19/2020,in-app purchases,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; de) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2"
1191,67,Male,Apt 328,10/23/2021,6/13/2020,pro,10/10/2020,12/21/2020,798.12,9/3/2020,12,high,Allview,0.9.1,supplements,313.22,4/19/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2226.0 Safari/537.36"
1192,54,Female,Apt 1450,8/31/2021,1/3/2020,pro,5/25/2021,10/30/2020,745.39,7/28/2020,16,high,Samsung,6.81,fitness equipment,177.68,8/3/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4"
1193,34,Bigender,Suite 26,2/12/2021,12/14/2020,pro,6/16/2021,10/7/2020,697.88,6/24/2021,45,high,BLU,0.87,fitness equipment,183.5,8/24/2020,subscription fees,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0
1194,87,Female,14th Floor,8/7/2021,8/20/2020,premium,3/1/2020,8/13/2021,809.7,8/4/2021,73,medium,BlackBerry,0.14,supplements,431.94,2/5/2020,ads,"Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11"
1195,71,Female,PO Box 12470,4/9/2020,10/13/2020,pro,10/5/2020,4/22/2021,941.36,5/30/2021,35,medium,HTC,5,healthy snacks,301.28,5/26/2020,subscription fees,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ca-es) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1196,100,Male,Apt 1360,10/22/2021,5/18/2020,pro,2/13/2021,12/6/2021,929.78,9/30/2021,52,low,Samsung,0.54,supplements,323.35,9/12/2021,in-app purchases,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1
1197,72,Male,16th Floor,1/29/2021,4/20/2021,premium,1/4/2020,8/4/2020,113.64,1/31/2021,53,low,Archos,6.8,supplements,74.04,7/2/2020,ads,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.12 Safari/534.24"
1198,84,Female,Apt 1900,9/30/2020,1/31/2021,basic,12/27/2021,12/29/2020,53.6,4/7/2021,29,low,vivo,6.96,healthy snacks,196.48,3/18/2021,subscription fees,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:25.0) Gecko/20100101 Firefox/25.0
1199,73,Female,Apt 1859,5/28/2021,11/1/2021,pro,3/23/2020,2/9/2021,214.5,1/7/2021,74,high,Asus,0.57,supplements,492.98,5/23/2020,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 5.1; ru-RU) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
1200,97,Male,Apt 1315,8/24/2021,2/15/2020,basic,1/20/2020,7/22/2021,297.72,10/13/2020,75,high,Xiaomi,6.3.9,supplements,312.46,5/19/2020,subscription fees,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
1201,97,Polygender,Suite 81,3/22/2021,11/23/2021,pro,2/18/2021,6/22/2020,897.42,6/17/2021,57,low,Micromax,4.6,supplements,124.87,4/13/2020,ads,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; fr-fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5"
1202,62,Female,PO Box 5714,11/19/2020,7/16/2020,premium,1/2/2020,1/14/2020,927.66,4/8/2020,51,low,Nokia,8.96,healthy snacks,143.92,10/26/2020,subscription fees,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; de) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2"
1203,40,Female,Room 1036,10/22/2020,12/29/2021,pro,11/10/2020,7/21/2021,205.84,8/4/2020,57,high,Coolpad,9.1.8,healthy snacks,449.51,10/29/2020,subscription fees,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ca-es) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1204,56,Male,PO Box 83433,9/9/2020,12/16/2021,premium,3/24/2020,1/23/2021,272.23,1/1/2021,49,high,Lenovo,6.2.9,supplements,240.08,12/31/2020,ads,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1
1205,39,Female,PO Box 35725,5/3/2020,11/30/2021,premium,5/30/2021,3/12/2020,31.79,9/8/2020,83,low,BLU,0.67,fitness equipment,435.42,10/17/2021,subscription fees,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7; en-us) AppleWebKit/533.4 (KHTML, like Gecko) Version/4.1 Safari/533.4"
1206,53,Male,Room 1298,12/29/2020,9/11/2020,basic,1/4/2021,9/27/2020,775.25,6/18/2021,66,low,Philips,0.5.6,fitness equipment,478.48,7/16/2021,in-app purchases,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20130406 Firefox/23.0
1207,75,Male,Suite 97,4/16/2020,10/4/2021,pro,10/15/2021,3/8/2021,432.81,8/31/2021,29,high,Honor,9.7.7,fitness equipment,472.58,3/9/2020,subscription fees,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/11.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30"
1208,83,Male,Room 1772,6/26/2021,7/21/2021,basic,12/20/2021,6/23/2020,779.08,10/21/2021,8,high,Palm,0.31,healthy snacks,245.21,1/5/2021,ads,"Mozilla/5.0 (Windows; U; Windows NT 6.0; de-DE) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
1209,79,Female,Suite 28,8/10/2021,6/30/2021,pro,2/6/2021,12/4/2020,854.51,3/27/2020,51,high,BLU,0.5.6,fitness equipment,84.59,2/12/2020,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.04 Chromium/17.0.963.56 Chrome/17.0.963.56 Safari/535.11"
1210,25,Female,Suite 88,11/29/2020,5/28/2021,pro,9/5/2020,2/11/2020,39.22,7/9/2021,40,medium,ZTE,0.41,supplements,99.88,7/3/2021,subscription fees,"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.82 Safari/534.16"
1211,78,Male,Suite 10,1/16/2021,6/29/2020,premium,4/25/2020,2/1/2021,988.23,9/29/2021,48,medium,Sony,0.3.2,supplements,275.28,1/26/2020,ads,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30"
1212,55,Male,PO Box 52288,5/7/2021,6/23/2020,premium,2/16/2020,6/27/2021,669.82,2/4/2020,43,low,Motorola,5,healthy snacks,278.01,7/7/2021,ads,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
1213,65,Male,1st Floor,3/3/2020,3/26/2020,basic,7/10/2020,1/29/2021,467.55,12/15/2020,87,medium,Philips,0.72,healthy snacks,336.33,11/16/2021,subscription fees,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.801.0 Safari/535.1"
1214,93,Female,5th Floor,4/8/2021,5/2/2020,pro,1/11/2020,9/23/2021,280.01,10/28/2021,66,medium,Motorola,0.96,fitness equipment,128.63,12/13/2021,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
1215,67,Male,PO Box 37177,7/3/2020,12/8/2020,basic,8/4/2020,5/26/2020,7.26,6/16/2021,62,high,HTC,0.4.3,supplements,177.43,6/29/2021,ads,Mozilla/5.0 (X11; Linux i686; rv:21.0) Gecko/20100101 Firefox/21.0
1216,45,Male,Room 1531,8/23/2021,10/30/2020,premium,12/13/2021,1/1/2020,10.29,1/17/2020,47,low,Sony,1.3,fitness equipment,181.41,7/26/2020,subscription fees,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
1217,42,Female,Room 996,1/27/2020,10/9/2021,basic,12/25/2021,1/30/2020,954.08,2/17/2021,60,high,Samsung,3.9.0,fitness equipment,382.11,12/23/2021,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
1218,95,Female,1st Floor,3/8/2021,3/11/2020,pro,3/14/2021,3/18/2021,53.71,1/8/2020,78,high,Sewon,0.8.5,fitness equipment,285.15,12/29/2020,subscription fees,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3"
1219,79,Agender,8th Floor,6/1/2021,5/6/2020,pro,4/13/2021,2/28/2020,563.42,12/12/2021,35,medium,Maxon,0.86,supplements,355.91,6/5/2020,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.1; cs-CZ) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
1220,30,Male,Room 1319,4/22/2020,6/15/2021,premium,4/24/2021,8/20/2020,205.91,5/29/2020,6,medium,Celkon,4.64,supplements,289.34,5/20/2020,in-app purchases,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30"
1221,52,Male,Apt 850,10/17/2021,2/24/2021,basic,10/21/2021,3/16/2021,18.02,6/15/2020,28,low,Motorola,0.5.2,healthy snacks,214.72,8/2/2020,in-app purchases,Mozilla/5.0 (Windows NT 6.1; rv:22.0) Gecko/20130405 Firefox/22.0
1222,36,Female,Suite 73,8/8/2021,3/26/2020,basic,1/11/2021,12/13/2021,946.8,11/24/2021,30,medium,ZTE,6.5,healthy snacks,491.11,9/20/2021,ads,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3"
1223,19,Male,Suite 65,1/16/2020,3/28/2021,basic,3/11/2020,3/25/2020,436.42,3/18/2021,76,medium,Lava,3.8,fitness equipment,81.7,12/30/2021,in-app purchases,"Mozilla/5.0 (X11; U; Linux x86_64; en-us) AppleWebKit/531.2+ (KHTML, like Gecko) Version/5.0 Safari/531.2+"
1224,47,Female,PO Box 58477,3/19/2020,3/25/2020,premium,10/13/2020,8/6/2020,908.61,9/26/2020,49,low,Karbonn,2.32,healthy snacks,3.94,9/4/2021,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
1225,59,Male,Apt 743,11/5/2020,6/17/2021,premium,11/17/2021,12/28/2021,319.15,2/4/2021,75,high,Acer,3.7,fitness equipment,126.55,6/18/2021,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1"
1226,80,Male,Apt 130,10/23/2020,6/21/2021,premium,12/17/2021,1/25/2021,369.65,7/1/2020,35,medium,Sewon,9.77,fitness equipment,59.89,3/13/2021,ads,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1667.0 Safari/537.36"
1227,50,Female,15th Floor,1/19/2020,5/20/2020,premium,1/28/2020,4/12/2021,406.38,6/22/2021,94,low,Honor,0.1.8,healthy snacks,99.46,5/20/2021,subscription fees,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1
1228,81,Female,Suite 93,1/13/2021,10/15/2020,premium,12/27/2021,10/26/2021,612.99,3/4/2020,70,low,Realme,8.55,healthy snacks,158.56,1/1/2021,ads,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100"
1229,75,Male,Suite 28,11/3/2020,7/7/2020,pro,7/20/2021,5/29/2020,863.65,9/21/2020,21,low,Samsung,0.9.6,supplements,208.68,9/10/2021,ads,"Mozilla/5.0 (Macintosh; AMD Mac OS X 10_8_2) AppleWebKit/535.22 (KHTML, like Gecko) Chrome/18.6.872"
1230,52,Female,PO Box 14692,6/2/2020,2/26/2021,pro,9/8/2020,7/1/2020,769.15,11/30/2021,0,high,ZTE,3.3.5,supplements,75.74,2/12/2021,in-app purchases,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0
1231,73,Female,Apt 1460,11/8/2020,10/30/2021,premium,5/20/2020,5/6/2020,234.56,7/31/2021,25,medium,Maxon,1.4,fitness equipment,146.5,3/13/2020,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1664.3 Safari/537.36"
1232,31,Female,PO Box 99742,2/6/2021,11/22/2021,pro,1/14/2020,3/28/2021,466.14,1/1/2021,97,high,Energizer,0.14,fitness equipment,197.84,6/5/2020,subscription fees,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100"
1233,71,Agender,Apt 80,9/9/2021,7/29/2020,pro,10/25/2021,1/28/2021,822.61,5/25/2020,58,medium,vivo,5.2.9,fitness equipment,446.11,7/8/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3"
1234,79,Male,Apt 1531,2/2/2021,2/13/2020,premium,9/5/2020,2/14/2021,132.6,6/25/2021,81,high,Huawei,0.4.2,supplements,334.7,10/7/2021,subscription fees,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1"
1235,34,Male,Room 1559,7/23/2021,6/24/2021,premium,3/5/2020,2/5/2021,646.39,2/18/2020,33,low,LG,0.21,healthy snacks,87.36,4/12/2021,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.0; ja-JP) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1236,43,Female,4th Floor,4/16/2021,3/8/2020,premium,8/26/2021,9/6/2020,135.91,8/7/2021,64,medium,Realme,4.52,healthy snacks,323.47,11/23/2020,ads,"Mozilla/5.0 (X11; CrOS i686 0.13.507) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/13.0.763.0 Safari/534.35"
1237,18,Genderqueer,4th Floor,5/26/2021,12/6/2020,basic,9/20/2020,8/15/2020,5.45,8/31/2020,16,high,alcatel,5.34,healthy snacks,421.42,5/13/2021,ads,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.220 Safari/535.1"
1238,36,Female,PO Box 7265,1/30/2021,9/17/2021,basic,12/21/2021,5/5/2020,633,7/6/2020,51,low,Allview,4.5,fitness equipment,165.78,11/26/2020,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.0; fr-FR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
1239,84,Male,PO Box 6816,5/10/2021,10/6/2020,basic,1/9/2021,7/1/2020,110.8,11/11/2021,97,medium,Google,6.03,healthy snacks,303.6,9/15/2021,ads,"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1"
1240,34,Female,PO Box 31658,12/2/2021,12/29/2020,premium,4/18/2020,2/20/2021,781.77,7/15/2021,11,high,HTC,8.2.7,fitness equipment,291.51,4/2/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1"
1241,27,Female,Room 61,2/17/2021,6/16/2020,basic,7/6/2020,2/26/2021,282.31,9/17/2020,23,medium,Micromax,8.6.8,supplements,342.96,10/19/2021,ads,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1290.1 Safari/537.13"
1242,91,Female,Apt 582,2/7/2020,5/27/2021,basic,9/20/2020,12/14/2020,78.63,7/25/2020,75,medium,Micromax,3.45,healthy snacks,431.83,8/30/2020,ads,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.699.0 Safari/534.24"
1243,79,Female,Suite 63,4/21/2021,8/1/2020,premium,3/31/2021,10/5/2020,921.14,7/29/2020,18,high,Huawei,2.3,healthy snacks,292.4,12/3/2020,ads,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.67 Safari/537.36"
1244,81,Female,PO Box 86820,12/23/2020,5/28/2020,premium,8/19/2020,7/26/2021,59.48,10/11/2021,33,medium,Acer,4.52,fitness equipment,463.59,9/7/2020,subscription fees,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.697.0 Safari/534.24"
1245,54,Male,Room 1468,11/15/2020,9/14/2021,basic,9/12/2021,2/8/2020,31.96,10/16/2020,37,high,Oppo,9.5,supplements,164.27,3/27/2020,subscription fees,"Mozilla/5.0 (X11; CrOS i686 0.13.507) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/13.0.763.0 Safari/534.35"
1246,69,Male,Room 1940,10/2/2021,11/9/2020,basic,9/6/2021,5/22/2020,472.24,8/6/2021,72,low,Motorola,8.56,supplements,124.02,3/31/2021,ads,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; ar) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
1247,23,Female,PO Box 30467,11/22/2020,12/27/2021,pro,10/24/2021,6/10/2021,515.43,10/19/2020,83,medium,LG,4.41,healthy snacks,269.5,7/1/2020,ads,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20130401 Firefox/21.0
1248,48,Genderqueer,Suite 63,11/26/2020,10/3/2020,premium,7/7/2021,3/26/2021,911.2,8/23/2021,26,high,Xiaomi,0.1.2,healthy snacks,298.05,12/22/2020,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.794.0 Safari/535.1"
1249,61,Male,PO Box 49527,5/18/2021,1/5/2021,basic,1/3/2021,7/1/2021,898.98,12/4/2021,72,high,LG,0.2.8,fitness equipment,203.59,8/25/2020,subscription fees,"Mozilla/5.0 Slackware/13.37 (X11; U; Linux x86_64; en-US) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41"
1250,94,Non-binary,Apt 383,1/31/2020,10/2/2021,basic,2/17/2020,7/2/2020,679.89,8/29/2020,45,low,Oppo,6.8,healthy snacks,463.17,1/1/2020,ads,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.792.0 Safari/535.1"
1251,89,Male,Room 1949,3/18/2021,3/4/2020,pro,4/1/2020,8/26/2021,539,7/15/2021,56,high,Sony,4.7,fitness equipment,399.83,5/27/2020,ads,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.71 Safari/534.24"
1252,85,Male,Suite 41,9/25/2020,6/27/2021,pro,10/5/2020,4/11/2021,215.22,1/7/2020,61,medium,Asus,6.67,fitness equipment,229.74,2/9/2020,ads,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.12 Safari/534.24"
1253,23,Male,Suite 58,9/19/2021,7/2/2020,basic,10/21/2021,7/16/2021,464.35,12/24/2020,100,low,Samsung,5.8,supplements,355.76,1/21/2020,ads,Mozilla/5.0 (Windows NT 6.2; rv:22.0) Gecko/20130405 Firefox/23.0
1254,44,Non-binary,Room 634,7/22/2020,6/5/2020,basic,2/1/2021,4/12/2020,281.71,4/18/2021,84,medium,Nokia,0.55,healthy snacks,447.71,11/6/2020,subscription fees,"Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
1255,48,Male,Apt 1226,11/25/2021,8/22/2021,pro,1/6/2021,6/26/2020,61.02,1/24/2020,71,high,Motorola,2.3,healthy snacks,86.19,10/2/2021,in-app purchases,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20130331 Firefox/21.0
1256,19,Female,PO Box 92271,4/24/2021,9/20/2021,basic,2/11/2021,5/20/2021,747.21,8/6/2021,98,high,Lenovo,7.57,fitness equipment,35.87,7/29/2021,ads,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:14.0) Gecko/20120405 Firefox/14.0a1
1257,27,Male,PO Box 25461,2/11/2021,12/1/2021,pro,2/20/2020,7/8/2021,558.03,12/6/2020,46,medium,Yezz,0.45,healthy snacks,345.67,4/27/2021,in-app purchases,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1
1258,22,Female,Suite 62,12/8/2021,8/8/2020,pro,2/2/2021,8/27/2020,382.87,3/4/2020,87,low,Celkon,7.0.6,fitness equipment,244.38,10/28/2021,in-app purchases,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; tr) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2"
1259,69,Female,Room 1443,8/7/2020,4/19/2020,pro,3/21/2021,7/2/2021,801.28,12/18/2021,98,high,Celkon,0.1.2,fitness equipment,136.8,11/21/2020,subscription fees,Mozilla/5.0 (Windows NT 6.1; U;WOW64; de;rv:11.0) Gecko Firefox/11.0
1260,49,Male,Apt 679,1/15/2020,6/29/2021,premium,4/15/2021,6/19/2020,93.98,3/8/2021,74,high,Lenovo,0.1.8,healthy snacks,447.37,8/20/2020,in-app purchases,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; nl-nl) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16"
1261,67,Male,Room 1807,5/5/2020,5/16/2021,basic,4/28/2021,12/28/2020,22.08,8/24/2021,57,low,LG,8.9.5,supplements,389.05,5/20/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1"
1262,73,Male,Suite 96,8/1/2020,6/3/2021,pro,4/16/2021,12/8/2020,398.6,10/3/2021,70,low,Samsung,0.2.0,supplements,270.81,6/21/2021,ads,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
